Entry number,Fermi name,Counterpart name,Bzcat5 name,Optical Class,RA (J2000.0),Dec (J2000.0),Redshift,SED Class,Log νSync. Z corr. (Hz),Probability Bayesian,Reliability LR RG,Reliability LR XG,Significance,Flux 1-100 GeV (ph/cm2/s),Spectral Index,Spectral Type,Power Law Index,Radio flux (mJy),X Flux (erg cm-2 s-1),USNO Vmag,SDSS Vmag
1628,3FGL J0425.2+6319,1RXS J042523.0+632016,,bcu II,66.3532435,63.3348627,0,HSP,16.05,0,0.8,0.92,8.52,0.00000000057675364,1.9642,PowerLaw,1.96,25.2136,4.43e- 12,0,0
1629,3FGL J0444.5+3425,B2 0441+34,,bcu II,71.1508337,34.4287738,0,LSP,13.005,1,0.88,0,4.57,0.00000000049640653,2.1835,PowerLaw,2.18,238.6818,0,0,0
1630,3FGL J0501.8+3046,1RXS J050140.8+304831,,bcu II,75.4214481,30.807274,0,HSP,16.1,0,0,0.89,6.27,0.00000000055572702,2.1243,PowerLaw,2.12,35.2735,6.27e- 12,0,0
1631,3FGL J0502.7+3438,MG2 J050234+3436,,bcu III,75.62477529,34.60960175,0,-,0,0.98,0.82,0,8.59,0.00000000094515795,2.2863,PowerLaw,2.29,176.1741,0,0,0
1632,3FGL J0503.4+4522,1RXS J050339.8+451715,,bcu II,75.9149056,45.28320149,0,HSP,15.645,0,0,0.84,8.12,0.00000000087468399,2.3599,PowerLaw,2.36,34.8453,7.52e- 12,0,0
1633,3FGL J0512.2+2918,B2 0509+29,,bcu III,78.17585769,29.45100293,0,-,0,0.89,0,0,4.6,0.00000000043717915,2.5689,PowerLaw,2.57,203.7793,1.95e- 12,0,0
1634,3FGL J0512.9+4038,B3 0509+406,,bcu II,78.21892865,40.69545006,0,LSP,13.635,1,0.93,0,7.34,0.00000000072148332,2.1004,PowerLaw,2.1,876.9156,0,0,0
1635,3FGL J0517.4+4540,4C +45.08,,fsrq,79.37041453,45.61801819,0.839,LSP,13.165,0.99,0.91,0,4.69,0.00000000044541781,2.4611,PowerLaw,2.46,1336.4076,0,0,0
1636,3FGL J0519.3+2746,4C +27.15,,bcu III,79.88761329,27.73453988,0,-,0,0.99,0.94,0,4.25,0.00000000048980481,2.3303,PowerLaw,2.33,1702.4985,0,0,0
1637,3FGL J0521.7+2113,TXS 0518+211,5BZBJ0521+2112,bll,80.44152457,21.2142921,0.108,ISP,14.38,1,0.97,0.96,53.65,0.0000000079277731,1.923,PowerLaw,1.92,530.0173,6.02e- 12,0,0
1638,3FGL J0526.0+4253,NVSS J052520+425520,,bcu II,81.3369,42.922253,0,LSP,13.145,0.94,0,0,7.23,0.00000000070655087,2.4355,PowerLaw,2.44,41.63,0,0,0
1639,3FGL J0528.3+1815,1RXS J052829.6+181657,,bcu III,82.123409,18.2818767,0,-,0,0,0,0.93,4.87,0.00000000022644887,1.6459,PowerLaw,1.65,21.5316,1.63e- 11,0,0
1640,3FGL J0533.2+4822,TXS 0529+483,5BZQJ0533+4822,fsrq,83.31610747,48.38133547,1.162,LSP,13.375,1,0.95,0.88,32.9,0.0000000028795661,2.3859,PowerLaw,2.39,434.6395,1.08e- 12,0,0
1641,3FGL J0539.8+1434,TXS 0536+145,5BZQJ0539+1433,fsrq,84.92652497,14.56265602,2.69,LSP,13.012,1,0.91,0,7.55,0.00000000079905821,2.3214,PowerLaw,2.32,432.5042,0,0,0
1642,3FGL J0601.0+3837,B2 0557+38,5BZBJ0601+3838,bll,90.26195518,38.6414362,0,LSP,13.81,0,0.95,0,7.17,0.00000000047790732,1.8899,PowerLaw,1.89,704.5631,0,0,0
1643,3FGL J0603.8+2155,4C +22.12,,bcu II,90.96482091,21.99380523,0,LSP,13.25,0.98,0.95,0,6.94,0.00000000084359358,2.1009,PowerLaw,2.1,2772.1487,0,0,0
1644,3FGL J0611.7+2759,GB6 J0611+2803,,bcu III,92.9328377,28.0644911,0,-,0,0.99,0,0,5.33,0.00000000059471789,2.2772,PowerLaw,2.28,22.2396,0,0,0
1645,3FGL J0620.4+2644,RX J0620.6+2644,,bcu II,95.1671599,26.7252425,0,HSP,16.085,0,0.8,0.94,5.03,0.00000000027128591,1.65,PowerLaw,1.65,82.5963,2.14e- 11,0,0
1646,3FGL J0622.9+3326,B2 0619+33,5BZUJ0622+3326,bcu II,95.71759151,33.4362249,0,ISP,14.05,1,0.94,0,56.14,0.0000000070304043,2.0951,LogParabola,2.18,240.0715,0,0,0
1647,3FGL J0623.3+3043,GB6 J0623+3045,,bcu II,95.8174676,30.7488889,0,ISP,14.79,1,0.8,0,5.16,0.00000000036876532,1.8931,PowerLaw,1.89,52.2416,0,0,0
1648,3FGL J0631.2+2019,TXS 0628+203,,bcu II,97.75442731,20.34978061,0,HSP,15,0.99,0.86,0,5.91,0.00000000066037537,2.4604,PowerLaw,2.46,316.7935,0,0,0
1649,3FGL J0640.0- 1252,TXS 0637-128,,bcu II,100.0299267,-12.88761381,0,HSP,16.05,1,0.91,0.97,7.96,0.0000000003335911,1.5125,PowerLaw,1.51,225.1798,3.12e- 11,0,0
1650,3FGL J0641.8- 0319,TXS 0639-032,,bcu II,100.4630539,-3.346828592,0,LSP,12.76,0.99,0.92,0,4.06,0.00000000058576716,2.4545,PowerLaw,2.45,819.5399,0,0,0
1651,3FGL J0643.2+0859,PMN J0643+0857,,fsrq,100.8601876,8.960558886,0.882,LSP,13.275,0.98,0,0,15.36,0.0000000025366136,2.3637,LogParabola,2.48,543,0,0,0
1652,3FGL J0648.1+1606,1RXS J064814.1+160708,,bcu II,102.0579,16.1157574,0,HSP,16.3,0,0,0.9,5.27,0.00000000024070426,1.7746,PowerLaw,1.77,25.0334,3.46e- 12,0,0
1653,3FGL J0648.8+1516,RX J0648.7+1516,5BZBJ0648+1516,bll,102.1985357,15.27355492,0.179,HSP,15.922,1,0.89,0.98,19.17,0.0000000014516628,1.8309,PowerLaw,1.83,64.7684,3.81e- 11,0,0
1654,3FGL J0648.8- 1740,TXS 0646-176,5BZQJ0648-1744,fsrq,102.1187441,-17.73484476,1.232,LSP,12.829,1,0.9,0,5.8,0.0000000006281537,2.5197,PowerLaw,2.52,1046.171,0,0,0
1655,3FGL J0650.4- 1636,PKS 0648-16,,bcu II,102.6024244,-16.62770152,0,LSP,11.465,1,0.95,0,7.22,0.0000000008486255,2.4326,PowerLaw,2.43,1778.1403,0,0,0
1656,3FGL J0650.5+2055,1RXS J065033.9+205603,,bcu II,102.646813,20.9324206,0,HSP,15.65,0,0,0.89,10.03,0.00000000042686182,1.5583,PowerLaw,1.56,6.8977,1.82e- 12,0,0
1657,3FGL J0654.5+0926,RX J0654.3+0925,,bcu II,103.613061,9.42644254,0,HSP,15.35,0,0,0.84,4.92,0.00000000035438633,2.6658,PowerLaw,2.67,44.4198,5.03e- 12,0,0
1658,3FGL J0656.2- 0323,TXS 0653-033,5BZQJ0656-0323,fsrq,104.0463358,-3.385217411,0.634,LSP,13.708,1,0.93,0,17.4,0.0000000029297325,2.2609,LogParabola,2.4,402.9779,0,0,0
1659,3FGL J0658.6+0636,NVSS J065844+063711,,bcu II,104.6873531,6.619434731,0,HSP,15,1,0,0,6.06,0.00000000050669235,2.4807,PowerLaw,2.48,25.39,0,0,0
1660,3FGL J0700.0+1709,TXS 0657+172,,bcu II,105.0063564,17.15602812,0,LSP,12.725,1,0.91,0,9.78,0.00000000053699778,2.6873,PowerLaw,2.69,647.939,0,0,0
1661,3FGL J0700.2+1304,GB6 J0700+1304,,bcu II,105.05963,13.07345,0,HSP,15.425,1,0,0,6.06,0.00000000033505446,1.8049,PowerLaw,1.8,77.99,0,0,0
1662,3FGL J0702.7- 1952,TXS 0700-197,5BZBJ0702-1951,bll,105.6787528,-19.85612097,0,ISP,14.05,1,0.94,0,8.61,0.00000000085496349,2.0629,PowerLaw,2.06,527.0744,0,0,0
1663,3FGL J0709.7- 0256,PMN J0709-0255,5BZUJ0709-0255,bll,107.4377276,-2.921526819,1.472,LSP,13.223,1,0.9,0,21.14,0.0000000022961844,2.3174,PowerLaw,2.32,152.9673,0,0,0
1665,3FGL J0723.2- 0728,1RXS J072259.5- 073131,5BZBJ0722-0731,bcu III,110.748954,-7.52649114,0,-,0,0.98,0,0.9,4.24,0.00000000028993485,1.7982,PowerLaw,1.8,85.2617,1.50e- 11,0,0
1666,3FGL J0725.8- 0054,PKS 0723-008,5BZUJ0725-0054,bcu I,111.4609998,-0.91570675,0.128,LSP,13.407,1,0.97,0,14.18,0.0000000011084673,2.1886,PowerLaw,2.19,1399.5895,0,0,0
1667,3FGL J0729.5- 3127,NVSS J072922- 313128,,bcu II,112.3457,-31.524376,0,LSP,13.133,0.98,0,0,4.84,0.0000000003799776,2.6542,PowerLaw,2.65,38.19,0,0,0
1668,3FGL J0730.2- 1141,PKS 0727-11,5BZQJ0730-1141,fsrq,112.5796353,-11.68683351,1.589,LSP,12.713,1,0.99,0,111.86,0.000000017556804,2.1762,LogParabola,2.28,2760.3484,0,0,0
1669,3FGL J0730.5- 0537,TXS 0728-054,,bcu II,112.6184852,-5.596361861,0,HSP,15.2,1,0.88,0,7.97,0.00000000058059141,2.1005,PowerLaw,2.1,167.5019,0,0,0
1670,3FGL J0744.1- 3804,PMN J0743-3804,,bcu III,115.937364,-38.066496,0,-,0,0.94,0,0,4.29,0.00000000037371994,2.6805,PowerLaw,2.68,223.0739,0,0,0
1671,3FGL J0744.8- 4028,PMN J0744-4032,,bcu II,116.15929,-40.53806,0,LSP,12.62,0.87,0,0,7.48,0.00000000075109297,2.3395,PowerLaw,2.34,65,0,0,0
1672,3FGL J0746.6- 0706,PMN J0746-0709,,bcu II,116.6145559,-7.163786178,0,ISP,14.23,0.98,0,0,4.85,0.00000000045112059,2.1913,PowerLaw,2.19,54.9941,0,0,0
1673,3FGL J0747.2- 3311,PKS 0745-330,,bcu II,116.8320137,-33.17971429,0,LSP,13.85,1,0.96,0,19.54,0.0000000028852762,2.3094,PowerLaw,2.31,726.3303,0,0,0
1674,3FGL J0748.0- 1639,TXS 0745-165,,bcu II,117.0128492,-16.66395942,0,LSP,11.92,1,0.91,0,8,0.00000000068459144,2.6047,PowerLaw,2.6,802.5567,0,0,0
1675,3FGL J0754.4- 1148,TXS 0752-116,5BZBJ0754-1147,bll,118.6102351,-11.78804128,0,LSP,13.355,1,0.95,0,18.36,0.0000000016106706,2.1102,PowerLaw,2.11,881.084,0,0,0
1676,3FGL J0804.0- 3629,NVSS J080405- 362919,,bcu II,121.022368,-36.4886298,0,HSP,15.92,1,0.85,0,8.97,0.00000000085929647,1.8285,PowerLaw,1.83,56.8529,0,0,0
1677,3FGL J0816.7- 2421,PMN J0816-2421,,bcu II,124.1683849,-24.35182532,0,LSP,12.34,1,0.87,0,10.56,0.00000000076585216,2.4318,PowerLaw,2.43,191.4504,0,0,0
1678,3FGL J0825.8- 3217,PKS 0823-321,,bcu II,126.4640526,-32.30645368,0,ISP,14.03,1,0.91,0,10.45,0.00000000085777224,2.4896,PowerLaw,2.49,393.4038,0,0,0
1679,3FGL J0825.9- 2230,PKS 0823-223,5BZBJ0826-2230,bll,126.5065539,-22.50755645,0.911,ISP,14.441,1,0.97,0.95,47.84,0.0000000049330198,2.0041,PowerLaw,2,519.7749,3.69e- 12,0,0
1680,3FGL J0828.8- 2420,NVSS J082841- 241850,,bcu III,127.173833,-24.3140339,0,-,0,0,0.85,0,5.5,0.00000000036907696,1.9997,PowerLaw,2,249.002,0,0,0
1681,3FGL J0841.3- 3554,NVSS J084121- 355506,5BZBJ0841-3555,bcu II,130.3401721,-35.91822755,0,HSP,15.956,1,0.89,0,18.82,0.0000000015841993,1.7642,PowerLaw,1.76,73.7017,0,0,0
1682,3FGL J0845.1- 5458,PMN J0845-5458,,bcu II,131.2603429,-54.96904015,0,LSP,13.005,1,0.98,0.83,19.3,0.0000000017815593,2.2946,PowerLaw,2.29,916,9.04e- 13,0,0
1683,3FGL J0849.5- 2912,NVSS J084922- 291149,,bcu II,132.3421,-29.19734,0,ISP,14.504,0.99,0,0,9.52,0.00000000073503542,2.118,PowerLaw,2.12,21.3,0,0,0
1684,3FGL J0849.9- 3540,PMN J0849-3541,,bcu II,132.4400977,-35.68368869,0,LSP,12.9,1,0.91,0,10.85,0.0000000010917188,2.3709,PowerLaw,2.37,375.9717,0,0,0
1685,3FGL J0852.6- 5756,PMN J0852-5755,,bcu II,133.1613566,-57.92494741,0,LSP,13.076,1,0,0.86,15.02,0.0000000012602259,2.4033,PowerLaw,2.4,403,1.62e- 12,0,0
1686,3FGL J0853.0- 3654,NVSS J085310- 365820,,bcu II,133.293836,-36.9723607,0,HSP,15.66,0.88,0.81,0,9.77,0.00000000093711205,2.0594,PowerLaw,2.06,205.6411,0,0,0
1687,3FGL J0858.1- 3130,1RXS J085802.6- 313043,,bcu II,134.51195,-31.5111768,0,HSP,16.235,0,0,0.91,4.41,0.00000000027304753,1.7313,PowerLaw,1.73,5.6436,1.11e- 11,0,0
1688,3FGL J0904.8- 3516,NVSS J090442- 351423,,bcu II,136.1765782,-35.24009713,0,ISP,14.171,0.99,0.86,0,15.73,0.0000000011030644,2.6506,PowerLaw,2.65,278.9747,0,0,0
1689,3FGL J0904.8- 5734,PKS 0903-57,5BZUJ0904-5735,bcu I,136.2215804,-57.58493961,0.695,ISP,14.893,1,1,0,22.87,0.0000000022829107,2.2527,PowerLaw,2.25,1434,0,0,0
1690,3FGL J0922.8- 3959,PKS 0920-39,,bcu II,140.6934094,-39.99307455,0,LSP,13.775,1,0.95,0,6.28,0.00000000041058565,2.7024,PowerLaw,2.7,2615.7822,1.66e- 12,0,0
1691,3FGL J0940.7- 6102,MRC 0939-608,,bcu II,145.1973294,-61.12454994,0,LSP,13.671,0.98,0.9,0,6.42,0.00000000061461675,2.4211,PowerLaw,2.42,491,0,0,0
1692,3FGL J0956.7- 6441,AT20G J095612- 643928,,bcu II,149.05075,-64.65781,0,LSP,13.285,0.93,0,0,6.26,0.00000000044522311,2.5361,PowerLaw,2.54,70,0,0,0
1693,3FGL J1005.0- 4959,PMN J1006-5018,,bcu II,151.5583722,-50.30374186,0,LSP,12.14,0,1,0,5.12,0.00000000034064934,2.777,PowerLaw,2.78,1177,0,0,0
1694,3FGL J1015.2- 4512,PMN J1014-4508,,bcu II,153.7098124,-45.14476509,0,LSP,12.025,0.99,0.9,0,5.77,0.0000000004685769,2.2389,PowerLaw,2.24,542,0,0,0
1695,3FGL J1038.9- 5311,MRC 1036-529,,bcu II,159.669405,-53.19535281,0,LSP,12.235,1,1,0,24.44,0.0000000019397961,2.3197,LogParabola,2.62,1675,0,0,0
1696,3FGL J1047.8- 6216,PMN J1047-6217,,bcu II,161.9289679,-62.28739826,0,LSP,12.2,1,1,0,18.67,0.0000000027545546,2.6033,LogParabola,2.52,2285,0,0,0
1697,3FGL J1051.5- 6517,PKS 1049-650,,bcu II,162.8480041,-65.30239601,0,ISP,14.03,1,0,0,9.63,0.00000000099602038,2.5959,PowerLaw,2.6,220.01,0,0,0
1698,3FGL J1103.9- 5357,PKS 1101-536,5BZBJ1103-5357,bll,165.9675903,-53.95019349,0,LSP,13.83,1,0.98,0,32.32,0.000000004182529,2.1088,LogParabola,2.2,539,0,0,0
1699,3FGL J1123.2- 6415,AT20G J112319- 641735,,bcu III,170.8308952,-64.29338772,0,-,0,0.99,0.93,0,14.03,0.0000000012684727,2.2408,LogParabola,2.61,280,0,0,0
1700,3FGL J1136.6- 6826,PKS 1133-681,,bcu III,174.0087403,-68.45161631,0,-,0,0.99,0.93,0,7.79,0.00000000061654498,2.7107,PowerLaw,2.71,585,0,0,0
1702,3FGL J1233.9- 5736,AT20G J123407- 573552,,bcu II,188.52933,-57.59803,0,ISP,14.7,1,0,0,13.6,0.0000000015135208,2.1645,PowerLaw,2.16,59.01,0,0,0
1703,3FGL J1256.1- 5919,PMN J1256-5919,,bcu III,194.02043,-59.328857,0,-,0,1,0,0,7.93,0.00000000094333907,2.293,PowerLaw,2.29,72,0,0,0
1704,3FGL J1304.3- 5535,PMN J1303-5540,,bcu II,195.9550667,-55.675447,0,LSP,12.725,0.97,0.91,0,8,0.00000000063879602,2.6959,PowerLaw,2.7,905,0,0,0
1705,3FGL J1308.1- 6707,PKS 1304-668,,bcu II,197.072399,-67.11812043,0,ISP,14.23,1,0.97,0,16.34,0.0000000017806617,2.4502,PowerLaw,2.45,611,0,0,0
1706,3FGL J1315.1- 5329,PMN J1315-5334,5BZUJ1315-5334,bcu I,198.7674225,-53.57663314,0,LSP,13.775,0.96,0.91,0,14.62,0.0000000014959316,2.2808,LogParabola,2.5,865,0,0,0
1707,3FGL J1326.6- 5256,PMN J1326-5256,5BZBJ1326-5256,bll,201.7051214,-52.93989808,0,LSP,12.559,1,1,0,20.99,0.0000000022893392,2.3716,PowerLaw,2.37,2061,0,0,0
1708,3FGL J1328.9- 5607,PMN J1329-5608,5BZUJ1329-5608,bcu I,202.2547705,-56.13407383,0,LSP,12.93,1,0.99,0,46.08,0.0000000067635573,2.2194,LogParabola,2.34,921,0,0,0
1709,3FGL J1330.1- 7002,PKS 1326-697,,bcu II,202.5461534,-70.05363276,0,LSP,13.425,1,0.98,0,32.55,0.0000000036911227,2.2234,LogParabola,2.35,336,0,0,0
1710,3FGL J1346.6- 6027,Cen B,,rdg,206.7043469,-60.40815439,0.01292,ISP,14.762,1,1,0,10.41,0.0000000020259463,2.318,PowerLaw,2.32,8890,0,0,0
1711,3FGL J1353.5- 6640,1RXS J135341.1- 664002,,bll,208.4172569,-66.66601725,0,HSP,15.7,1,0,0.96,10,0.00000000083356472,1.9051,PowerLaw,1.91,101,2.14e- 11,0,0
1712,3FGL J1400.7- 5605,PMN J1400-5605,,bcu II,210.1740732,-56.08210339,0,LSP,12.28,1,0,0,9.07,0.00000000093265196,2.4968,PowerLaw,2.5,123,0,0,0
1713,3FGL J1413.2- 6518,Circinus galaxy,,sy,213.2917165,-65.34571273,0,HSP,15.44,0.99,0,0.89,7.09,0.00000000095852404,2.4271,PowerLaw,2.43,-999,8.65e- 12,0,0
1714,3FGL J1419.1- 5156,PMN J1419-5155,,bcu II,214.8968535,-51.91627014,0,LSP,12.55,0.99,0.92,0,6.53,0.000000000606865,2.6621,PowerLaw,2.66,752,0,0,0
1715,3FGL J1424.6- 6807,PKS 1420-679,,bcu II,216.2314891,-68.13280403,0,LSP,12.48,1,1,0,17.5,0.000000001608504,2.536,PowerLaw,2.54,2019,0,0,0
1716,3FGL J1503.7- 6426,AT20G J150350- 642539,,bcu II,225.95892,-64.42764,0,LSP,13.285,1,0,0,10.65,0.0000000012413877,2.3314,PowerLaw,2.33,131,0,0,0
1717,3FGL J1508.7- 4956,PMN J1508-4953,,bcu II,227.1622696,-49.8839753,0,LSP,11.78,1,0.96,0,10.14,0.0000000009738379,2.7305,PowerLaw,2.73,940,1.17e- 12,0,0
1718,3FGL J1514.5- 4750,PMN J1514-4748,5BZQJ1514-4748,fsrq,228.6667691,-47.80829379,1.5512,LSP,12.922,1,0.96,0,13.1,0.0000000014045649,2.3298,PowerLaw,2.33,625,0,0,0
1719,3FGL J1525.2- 5905,PMN J1524-5903,,bcu II,231.2130116,-59.06103283,0,LSP,12.655,0.99,0.85,0,4.09,0.00000000069667744,2.7866,PowerLaw,2.79,336,0,0,0
1720,3FGL J1558.9- 6432,PMN J1558-6432,,bll,239.7095181,-64.54156595,0.07958,HSP,15.333,1,0.98,0.94,17.93,0.0000000015417009,2.0236,PowerLaw,2.02,363,4.90e- 12,0,0
1721,3FGL J1600.3- 5810,MRC 1556-580,,bcu III,240.0515729,-58.18415736,0,-,0,1,0.95,0,4.64,0.000000000493309,2.0082,PowerLaw,2.01,451,0,0,0
1722,3FGL J1603.9- 4903,PMN J1603-4904,5BZBJ1603-4904,bll,240.9611856,-49.06819581,0,ISP,14.615,1,0.99,0,41.81,0.0000000092902592,2.1356,PowerLaw,2.14,554,0,0,0
1723,3FGL J1604.4- 4442,PMN J1604-4441,5BZBJ1604-4441,bcu I,241.129253,-44.69221481,0,LSP,12.947,1,1,0,25.5,0.0000000036182153,2.453,PowerLaw,2.45,1296,0,0,0
1724,3FGL J1610.6- 3956,PMN J1610-3958,5BZQJ1610-3958,fsrq,242.591163,-39.98286901,0.518,LSP,13.269,1,0.87,0,7.4,0.00000000078066953,2.6103,PowerLaw,2.61,593.489,1.15e- 12,0,0
1725,3FGL J1617.4- 5846,MRC 1613-586,,fsrq,244.3245463,-58.80218349,1.422,LSP,12.55,1,1,0.84,15.81,0.0000000014340977,2.6088,PowerLaw,2.61,2713,2.60e- 12,0,0
1726,3FGL J1637.6- 3449,NVSS J163750- 344915,,bcu II,249.462487,-34.8209783,0,LSP,13,0.98,0.84,0.88,9.53,0.00000000077019852,1.7321,PowerLaw,1.73,110.9203,3.14e- 12,0,0
1727,3FGL J1645.2- 5747,AT20G J164513- 575122,,bcu III,251.30595,-57.85622,0,-,0,0.98,0,0,4.52,0.00000000041414869,2.6749,PowerLaw,2.67,184,0,0,0
1728,3FGL J1648.5- 4829,PMN J1648-4826,,bcu III,252.19968,-48.43856,0,-,0,0.99,0,0,6,0.0000000013235752,2.4381,PowerLaw,2.44,409,0,0,0
1729,3FGL J1650.2- 5044,PMN J1650-5044,5BZUJ1650-5044,bcu I,252.5692796,-50.74672514,0,LSP,12.725,1,1,0,26.33,0.0000000043776676,2.2957,PowerLaw,2.3,1877,0,0,0
1730,3FGL J1656.2- 3303,Swift J1656.3-3302,5BZQJ1656-3302,fsrq,254.0702542,-33.03633239,2.4,LSP,13.179,1,0.88,0,13.3,0.0000000012511704,2.7782,PowerLaw,2.78,411.1656,1.49e- 12,0,0
1731,3FGL J1659.7- 3132,NVSS J165949- 313047,,bcu II,254.9538251,-31.51325411,0,LSP,13.11,1,0.86,0,6.39,0.00000000083266666,2.4021,PowerLaw,2.4,236.7951,0,0,0
1732,3FGL J1711.5- 5029,PMN J1711-5028,,bcu II,257.9208032,-50.47150255,0,LSP,13.39,1,0,0,5.4,0.00000000062395489,2.5581,PowerLaw,2.56,127,0,0,0
1733,3FGL J1717.4- 5157,PMN J1717-5155,5BZQJ1717-5155,fsrq,259.3945495,-51.92553485,1.158,LSP,13.17,0.99,0,0,12.2,0.0000000014084066,2.4938,PowerLaw,2.49,165,0,0,0
1734,3FGL J1717.8- 3342,TXS 1714-336,5BZBJ1717-3342,bll,259.4001223,-33.70245212,0,LSP,12.865,1,0.92,0,22.4,0.0000000055981983,2.5354,PowerLaw,2.54,624.0771,0,0,0
1735,3FGL J1718.1- 3056,PMN J1718-3056,,bcu III,259.521734,-30.9375299,0,-,0,1,0.88,0,7.86,0.0000000013342036,2.3743,PowerLaw,2.37,163.5143,0,0,0
1736,3FGL J1731.8- 3001,NVSS J173146- 300309,5BZUJ1731-3003,bll,262.945377,-30.0525468,0,-,0,0.99,0.84,0,10.26,0.0000000020538489,1.9856,PowerLaw,1.99,91.0031,0,0,0
1737,3FGL J1741.9- 2539,NVSS J174154- 253743,,bcu III,265.4768679166667,-25.628721388888888,0,-,0,0.99,0.81,0,7.33,0.0000000016190594,2.2056,PowerLaw,2.21,56.3,0,0,0
1739,3FGL J1802.6- 3940,PMN J1802-3940,5BZQJ1802-3940,fsrq,270.6778336,-39.66886341,1.319,LSP,12.81,1,0.99,0,63.57,0.000000010123443,2.1503,LogParabola,2.27,2273.6157,0,0,0
1740,3FGL J1823.6- 3453,NVSS J182338- 345412,5BZUJ1823-3454,bcu II,275.9107947,-34.90334423,0,HSP,16.14,1,0.92,0.98,19.62,0.000000001745158,1.7484,PowerLaw,1.75,132.4631,7.48e- 11,0,0
1741,3FGL J1828.9- 2417,1RXS J182853.8- 241746,,bcu I,277.228794,-24.29344199,0,HSP,16.456,0,0.87,0.91,8.84,0.0000000010170497,1.9853,PowerLaw,1.99,116.522,5.31e- 12,0,0
1742,3FGL J1830.1+0617,TXS 1827+062,5BZQJ1830+0619,fsrq,277.5247494,6.321097794,0.745,LSP,12.547,1,0.92,0,13.19,0.0000000016774868,2.1104,PowerLaw,2.11,397.2297,0,0,0
1743,3FGL J1831.0- 2714,PMN J1831-2714,,bcu III,277.7501867,-27.23505057,0,-,0,0.99,0.81,0,4.91,0.00000000062699929,2.2114,PowerLaw,2.21,136.6375,0,0,0
1744,3FGL J1833.6- 2103,PKS 1830-211,5BZQJ1833-2103,fsrq,278.4161941,-21.06126467,2.507,LSP,13.13,1,0.99,0.94,129.72,0.000000020490283,2.3541,LogParabola,2.49,1.0897e+4,3.25e- 12,0,0
1745,3FGL J1835.4+1349,TXS 1833+137,,bcu III,278.897300725,13.8135405361,0,-,0,0.99,0,0,4.18,0.00000000044245285,2.4607,PowerLaw,2.46,206.6,0,0,0
1746,3FGL J1844.3+1547,NVSS J184425+154646,,bcu II,281.1056666666667,15.779400555555553,0,ISP,14.708,1,0.87,0,14.86,0.0000000015899693,2.0281,PowerLaw,2.03,84.0872,0,0,0
1747,3FGL J1849.3- 1645,1RXS J184919.7- 164726,,bcu III,282.331096,-16.7899949,0,-,0,0,0,0.91,6.23,0.00000000039868489,1.6056,PowerLaw,1.61,36.5104,5.00e- 12,0,0
1748,3FGL J1908.8- 0130,NVSS J190836- 012642,,bcu II,287.15393,-1.4453222,0,LSP,11.782,1,0,0,9.03,0.0000000017246043,2.148,LogParabola,2.27,68.45,0,0,0
1749,3FGL J1910.8+2855,1RXS J191053.2+285622,,bcu II,287.71764,28.9392605,0,HSP,16.91,0,0,0.94,6.54,0.00000000022579556,1.4635,PowerLaw,1.46,5.6015,1.04e- 11,0,0
1750,3FGL J1912.0- 0804,PMN J1912-0804,,bcu II,288.0297034,-8.072750944,0,HSP,15.05,1,0.9,0,5.72,0.00000000069936446,2.2952,PowerLaw,2.3,363.377,1.12e- 12,0,0
1751,3FGL J1924.9+2817,NVSS J192502+281542,,bcu II,291.259421,28.2617209,0,HSP,15.85,0,0.8,0.91,5.82,0.00000000041831952,1.884,PowerLaw,1.88,66.4133,7.56e- 12,0,0
1752,3FGL J1925.7+1228,TXS 1923+123,,bcu III,291.420071067,12.4605795861,0,-,0,0.99,0.81,0,6.38,0.0000000012621834,2.6059,PowerLaw,2.61,139.4426,0,0,0
1753,3FGL J1931.1+0937,RX J1931.1+0937,5BZBJ1931+0937,bll,292.7881888,9.621191939,0,HSP,16.15,1,0.86,0.98,26.34,0.0000000032158698,1.8672,PowerLaw,1.87,19.0519,4.32e- 11,0,0
1754,3FGL J1933.4+0727,1RXS J193320.3+072616,5BZUJ1933+0726,bcu II,293.3345949,7.439407122,0,HSP,15.98,1,0.82,0.9,6.3,0.00000000048042142,1.7434,PowerLaw,1.74,95.2276,6.18e- 12,0,0
1755,3FGL J1942.7+1033,1RXS J194246.3+103339,5BZBJ1942+1033,bcu II,295.6978502,10.55752851,0,HSP,15.435,1,0.92,0.96,23.1,0.0000000024664721,1.8183,PowerLaw,1.82,99.0995,9.00e- 12,0,0
1756,3FGL J1949.0+1312,87GB 194635.4+130713,,bcu II,297.230371,13.2439959,0,HSP,15.45,0,0.84,0,6.15,0.00000000061327926,2.1619,PowerLaw,2.16,115.9791,0,0,0
1757,3FGL J1955.1+1357,87GB 195252.4+135009,5BZQJ1955+1358,fsrq,298.7982141,13.97117806,0.743,LSP,13.106,1,0.89,0,12.87,0.0000000013380309,2.2388,PowerLaw,2.24,156.3481,0,0,0
1758,3FGL J2000.1+4212,MG4 J195957+4213,,bcu II,299.9948702,42.22965035,0,LSP,12.55,1,0.9,0,7.36,0.00000000075746548,2.4679,PowerLaw,2.47,354.3751,0,0,0
1759,3FGL J2001.1+4352,MG4 J200112+4352,5BZBJ2001+4352,bll,300.303641,43.88134382,0,HSP,15.205,1,0.94,0,55.82,0.0000000081469587,1.9713,PowerLaw,1.97,104.2719,0,0,0
